Data ora solare	Temperatura_Media_Aria_[°C]	Umidità_relativa_media_[%]	Pressione_atmosferica_Media_al_livello_della_stazione_[hPa]
2016/06/05 07:30	17.0	86.0	1013.0
2016/06/05 08:00	17.4	83.5	1013.0
2016/06/05 08:30	18.5	80.0	1013.0
2016/06/05 09:00	20.2	69.0	1013.0
2016/06/05 09:30	20.0	65.0	1013.0
2016/06/05 10:00	20.8	62.0	1013.0
2016/06/05 10:30	21.0	62.0	1013.0
2016/06/05 11:00	21.7	60.0	1013.0
2016/06/05 11:30	23.3	50.5	1013.0
2016/06/05 12:00	23.4	51.0	1013.0
2016/06/05 12:30	23.6	49.0	1013.0
2016/06/05 13:00	23.8	49.0	1013.0
2016/06/05 13:30	24.4	47.0	1012.0
2016/06/05 14:00	23.8	48.5	1012.0
2016/06/05 14:30	24.5	47.5	1012.0
2016/06/05 15:00	25.5	45.0	1011.0
2016/06/05 15:30	25.2	45.5	1011.0
2016/06/05 16:00	25.2	44.5	1011.0
2016/06/05 16:30	25.4	43.5	1011.0
2016/06/05 17:00	25.6	43.5	1011.0
2016/06/05 17:30	25.4	45.5	1011.0
2016/06/05 18:00	25.1	46.0	1011.0
2016/06/05 18:30	24.1	50.5	1011.0
2016/06/05 19:00	23.1	51.0	1011.5
2016/06/05 19:30	22.1	49.0	1012.0
2016/06/05 20:00	21.0	52.5	1012.0
2016/06/05 20:30	20.1	57.0	1012.0
2016/06/05 21:00	19.4	61.0	1012.5
2016/06/05 21:30	18.8	63.5	1013.0
2016/06/05 22:00	18.9	68.0	1013.5
2016/06/05 22:30	18.5	73.0	1014.0
2016/06/05 23:00	17.8	74.5	1014.0
2016/06/05 23:30	17.3	77.0	1014.0
2016/06/06 00:00	16.8	78.0	1014.0
2016/06/06 00:30	16.9	79.5	1014.0
2016/06/06 01:00	16.5	80.0	1014.0
2016/06/06 01:30	16.2	81.0	1014.0
2016/06/06 02:00	16.0	81.5	1014.0
2016/06/06 02:30	15.9	82.5	1014.0
2016/06/06 03:00	15.7	83.0	1014.0
2016/06/06 03:30	15.4	84.5	1014.0
2016/06/06 04:00	15.3	84.5	1014.0
2016/06/06 04:30	15.2	85.0	1014.0
2016/06/06 05:00	14.5	86.5	1014.0
2016/06/06 05:30	14.4	90.5	1014.0
2016/06/06 06:00	16.1	85.0	1015.0
2016/06/06 06:30	17.3	75.0	1015.0
2016/06/06 07:00	17.9	73.5	1015.0
2016/06/06 07:30	18.6	72.0	1015.0
2016/06/06 08:00	19.8	67.5	1015.0
2016/06/06 08:30	21.0	62.0	1015.0
2016/06/06 09:00	21.6	61.0	1015.0
2016/06/06 09:30	21.9	57.5	1015.0
2016/06/06 10:00	23.0	55.0	1015.0
2016/06/06 10:30	23.4	53.0	1015.0
2016/06/06 11:00	23.6	52.0	1015.0
2016/06/06 11:30	25.2	47.5	1015.0
2016/06/06 12:00	24.9	47.5	1015.0
2016/06/06 12:30	25.8	44.5	1014.5
2016/06/06 13:00	26.9	41.0	1014.0
2016/06/06 13:30	24.4	46.0	1014.0
2016/06/06 14:00	22.2	56.0	1014.0
2016/06/06 14:30	19.5	71.5	1015.0
2016/06/06 15:00	19.1	80.5	1015.0
2016/06/06 15:30	19.2	77.0	1015.0
2016/06/06 16:00	18.9	87.5	1015.0
2016/06/06 16:30	19.4	88.5	1015.0
2016/06/06 17:00	19.9	86.5	1015.0
2016/06/06 17:30	20.0	77.0	1015.0
2016/06/06 18:00	20.5	74.0	1015.0
2016/06/06 18:30	20.9	70.0	1015.0
2016/06/06 19:00	20.8	73.5	1015.0
2016/06/06 19:30	20.3	76.0	1015.0
2016/06/06 20:00	20.0	78.0	1015.0
2016/06/06 20:30	19.4	81.0	1016.0
2016/06/06 21:00	18.9	81.0	1016.0
2016/06/06 21:30	18.4	82.0	1016.0
2016/06/06 22:00	17.6	83.5	1016.0
2016/06/06 22:30	17.4	84.0	1016.0
2016/06/06 23:00	17.5	84.0	1016.0
2016/06/06 23:30	17.1	85.0	1016.0
2016/06/07 00:00	16.8	89.0	1016.0
2016/06/07 00:30	16.4	90.0	1016.0
2016/06/07 01:00	16.3	90.5	1016.5
2016/06/07 01:30	16.2	91.0	1017.0
2016/06/07 02:00	16.0	91.0	1017.0
2016/06/07 02:30	15.3	91.5	1017.0
2016/06/07 03:00	15.3	92.5	1017.0
2016/06/07 03:30	15.2	92.0	1017.0
2016/06/07 04:00	15.2	92.0	1017.0
2016/06/07 04:30	15.1	92.0	1016.5
2016/06/07 05:00	15.2	93.0	1017.0
2016/06/07 05:30	15.9	92.0	1017.0
2016/06/07 06:00	16.1	92.0	1017.0
2016/06/07 06:30	16.6	90.5	1017.0
2016/06/07 07:00	17.1	88.0	1017.0
2016/06/07 07:30	17.9	85.0	1017.0
2016/06/07 08:00	18.3	84.5	1017.0
2016/06/07 08:30	19.5	76.5	1017.0
2016/06/07 09:00	20.1	73.5	1017.0
2016/06/07 09:30	21.4	69.5	1017.0
2016/06/07 10:00	22.6	66.5	1017.0
2016/06/07 10:30	24.7	60.5	1017.0
2016/06/07 11:00	25.4	58.0	1017.0
2016/06/07 11:30	26.6	50.0	1016.0
2016/06/07 12:00	27.4	44.5	1016.0
2016/06/07 12:30	26.7	41.0	1016.0
2016/06/07 13:00	27.6	37.0	1016.0
2016/06/07 13:30	27.7	35.0	1016.0
2016/06/07 14:00	28.1	33.5	1015.0
2016/06/07 14:30	28.2	33.5	1015.0
2016/06/07 15:00	28.6	32.5	1015.0
2016/06/07 15:30	28.2	32.5	1014.5
2016/06/07 16:00	28.1	33.5	1014.0
2016/06/07 16:30	28.2	35.5	1014.0
2016/06/07 17:00	28.5	43.0	1014.0
2016/06/07 17:30	27.6	45.5	1014.0
2016/06/07 18:00	26.6	52.0	1014.5
2016/06/07 18:30	26.0	53.5	1015.0
2016/06/07 19:00	25.1	56.5	1015.0
2016/06/07 19:30	23.8	60.5	1015.5
2016/06/07 20:00	23.0	65.0	1016.0
2016/06/07 20:30	22.0	66.5	1016.0
2016/06/07 21:00	21.5	72.0	1016.0
2016/06/07 21:30	21.1	75.5	1016.0
2016/06/07 22:00	20.7	76.0	1016.0
2016/06/07 22:30	20.1	76.5	1016.0
2016/06/07 23:00	20.0	77.5	1016.0
2016/06/07 23:30	19.5	79.0	1016.0
2016/06/08 00:00	18.9	81.0	1016.0
2016/06/08 00:30	18.9	80.5	1016.0
2016/06/08 01:00	18.8	81.0	1016.0
2016/06/08 01:30	18.2	83.0	1016.0
2016/06/08 02:00	17.8	86.5	1016.0
2016/06/08 02:30	17.4	90.5	1016.0
2016/06/08 03:00	17.4	92.5	1016.0
2016/06/08 03:30	17.9	93.0	1016.0
2016/06/08 04:00	17.9	92.0	1016.0
2016/06/08 04:30	17.4	92.0	1016.0
2016/06/08 05:00	17.0	93.0	1016.0
2016/06/08 05:30	16.9	94.0	1016.0
2016/06/08 06:00	17.2	94.0	1016.0
2016/06/08 06:30	17.5	92.5	1016.0
2016/06/08 07:00	17.6	92.0	1016.0
2016/06/08 07:30	18.1	90.5	1016.0
2016/06/08 08:00	18.2	89.5	1016.0
2016/06/08 08:30	18.5	88.0	1016.0
2016/06/08 09:00	18.8	86.5	1016.0
2016/06/08 09:30	19.3	84.0	1015.5
2016/06/08 10:00	20.0	79.0	1015.0
2016/06/08 10:30	21.1	72.0	1015.0
2016/06/08 11:00	23.0	65.5	1015.0
2016/06/08 11:30	24.1	61.0	1014.5
2016/06/08 12:00	25.1	58.0	1014.0
2016/06/08 12:30	25.8	55.5	1013.5
2016/06/08 13:00	26.9	52.0	1013.0
2016/06/08 13:30	26.3	51.0	1013.0
2016/06/08 14:00	25.5	57.0	1012.0
2016/06/08 14:30	25.6	57.5	1012.0
2016/06/08 15:00	25.4	56.0	1012.0
2016/06/08 15:30	25.3	54.5	1012.0
2016/06/08 16:00	20.5	66.0	1012.5
2016/06/08 16:30	20.3	61.0	1013.0
2016/06/08 17:00	20.6	66.5	1012.5
2016/06/08 17:30	19.2	75.0	1012.0
2016/06/08 18:00	19.4	80.0	1012.0
2016/06/08 18:30	18.9	85.0	1012.0
2016/06/08 19:00	18.9	87.0	1012.0
2016/06/08 19:30	18.8	86.5	1012.0
2016/06/08 20:00	18.8	85.0	1012.0
2016/06/08 20:30	18.6	88.0	1012.0
2016/06/08 21:00	17.9	88.0	1011.5
2016/06/08 21:30	18.0	86.5	1012.0
2016/06/08 22:00	17.9	89.5	1012.0
2016/06/08 22:30	17.9	90.0	1011.0
2016/06/08 23:00	17.9	90.0	1011.0
2016/06/08 23:30	17.7	89.5	1011.0
2016/06/09 00:00	17.9	90.0	1011.0
2016/06/09 00:30	17.7	90.5	1011.0
2016/06/09 01:00	17.4	91.0	1011.0
2016/06/09 01:30	17.6	91.0	1010.5
2016/06/09 02:00	17.5	91.0	1010.0
2016/06/09 02:30	17.4	91.5	1010.0
2016/06/09 03:00	17.2	92.0	1010.0
2016/06/09 03:30	17.3	92.0	1009.5
2016/06/09 04:00	17.2	91.5	1009.5
2016/06/09 04:30	17.2	91.0	1009.0
2016/06/09 05:00	17.1	92.0	1009.0
2016/06/09 05:30	17.4	91.5	1009.0
2016/06/09 06:00	17.5	91.0	1009.0
2016/06/09 06:30	17.8	89.5	1009.0
2016/06/09 07:00	18.0	88.5	1009.0
2016/06/09 07:30	17.8	91.5	1009.0
2016/06/09 08:00	17.8	92.5	1009.0
2016/06/09 08:30	18.0	90.5	1009.0
2016/06/09 09:00	18.6	89.0	1009.0
2016/06/09 09:30	19.2	86.0	1009.0
2016/06/09 10:00	19.4	82.0	1008.5
2016/06/09 10:30	19.9	78.5	1008.0
2016/06/09 11:00	20.6	72.5	1008.0
2016/06/09 11:30	22.0	64.0	1008.0
2016/06/09 12:00	23.2	59.5	1007.0
2016/06/09 12:30	22.4	60.5	1007.0
2016/06/09 13:00	22.3	60.5	1007.0
2016/06/09 13:30	22.8	62.0	1007.0
2016/06/09 14:00	23.2	53.0	1007.0
2016/06/09 14:30	22.8	53.5	1006.0
2016/06/09 15:00	22.6	56.5	1006.0
2016/06/09 15:30	22.8	60.0	1006.0
2016/06/09 16:00	22.6	59.0	1006.0
2016/06/09 16:30	22.4	63.5	1006.0
2016/06/09 17:00	22.5	63.5	1006.0
2016/06/09 17:30	22.2	63.5	1006.0
2016/06/09 18:00	22.0	65.0	1006.0
2016/06/09 18:30	22.0	66.5	1006.0
2016/06/09 19:00	21.6	62.5	1006.0
2016/06/09 19:30	21.2	60.5	1006.0
2016/06/09 20:00	20.8	63.0	1006.0
2016/06/09 20:30	20.5	65.0	1007.0
2016/06/09 21:00	20.4	68.0	1007.0
2016/06/09 21:30	20.2	64.5	1007.0
2016/06/09 22:00	20.1	64.5	1007.0
2016/06/09 22:30	19.7	67.5	1007.0
2016/06/09 23:00	19.5	69.5	1007.0
2016/06/09 23:30	19.2	71.0	1007.0
2016/06/10 00:00	18.9	75.5	1007.0
2016/06/10 00:30	18.6	75.0	1007.0
2016/06/10 01:00	18.8	72.5	1007.0
2016/06/10 01:30	18.7	73.5	1007.0
2016/06/10 02:00	18.7	75.5	1007.0
2016/06/10 02:30	18.5	74.5	1007.0
2016/06/10 03:00	18.4	74.5	1007.0
2016/06/10 03:30	18.2	75.0	1007.0
2016/06/10 04:00	18.2	75.5	1006.0
2016/06/10 04:30	18.6	70.5	1006.0
2016/06/10 05:00	18.1	73.5	1006.0
2016/06/10 05:30	18.2	74.5	1006.5
2016/06/10 06:00	19.4	72.5	1007.0
2016/06/10 06:30	19.7	72.0	1007.0
2016/06/10 07:00	19.4	73.5	1007.0
2016/06/10 07:30	19.8	72.0	1007.5
2016/06/10 08:00	21.1	67.0	1008.0
2016/06/10 08:30	21.6	65.0	1008.0
2016/06/10 09:00	21.5	63.0	1008.0
2016/06/10 09:30	21.0	64.0	1008.0
2016/06/10 10:00	21.8	60.0	1008.0
2016/06/10 10:30	22.4	57.0	1008.0
2016/06/10 11:00	23.1	53.5	1008.0
2016/06/10 11:30	23.0	55.5	1008.0
2016/06/10 12:00	22.8	57.5	1008.0
2016/06/10 12:30	23.4	54.5	1008.0
2016/06/10 13:00	24.2	49.5	1008.0
2016/06/10 13:30	24.4	47.5	1008.0
2016/06/10 14:00	24.9	47.0	1008.0
2016/06/10 14:30	25.1	46.5	1007.0
2016/06/10 15:00	24.8	47.0	1007.0
2016/06/10 15:30	25.1	48.0	1007.0
2016/06/10 16:00	25.6	46.5	1007.0
2016/06/10 16:30	25.4	45.5	1007.0
2016/06/10 17:00	25.6	44.5	1007.0
2016/06/10 17:30	25.4	46.0	1007.0
2016/06/10 18:00	25.2	47.0	1007.0
2016/06/10 18:30	25.3	47.0	1007.0
2016/06/10 19:00	24.9	48.5	1007.0
2016/06/10 19:30	24.4	50.0	1007.0
2016/06/10 20:00	23.8	52.0	1007.0
2016/06/10 20:30	22.9	58.5	1007.0
2016/06/10 21:00	21.6	64.5	1007.0
2016/06/10 21:30	21.4	67.5	1007.5
2016/06/10 22:00	20.9	70.0	1008.0
2016/06/10 22:30	20.4	74.0	1008.0
2016/06/10 23:00	20.2	73.5	1009.0
2016/06/10 23:30	20.1	74.0	1009.0
2016/06/11 00:00	20.2	73.0	1009.0
2016/06/11 00:30	19.9	75.5	1009.0
2016/06/11 01:00	19.4	77.5	1009.0
2016/06/11 01:30	19.1	78.0	1009.0
2016/06/11 02:00	18.8	78.0	1009.0
2016/06/11 02:30	18.4	80.0	1009.0
2016/06/11 03:00	18.2	80.5	1009.0
2016/06/11 03:30	18.1	80.5	1008.0
2016/06/11 04:00	18.1	82.0	1008.0
2016/06/11 04:30	18.0	82.5	1008.5
2016/06/11 05:00	17.6	84.5	1008.5
2016/06/11 05:30	17.6	87.5	1009.0
2016/06/11 06:00	18.2	87.0	1009.0
2016/06/11 06:30	18.9	82.0	1009.0
2016/06/11 07:00	19.4	78.0	1009.0
2016/06/11 07:30	20.0	74.5	1010.0
2016/06/11 08:00	20.6	71.0	1009.5
2016/06/11 08:30	21.1	68.5	1009.0
2016/06/11 09:00	22.2	64.0	1010.0
2016/06/11 09:30	23.1	59.5	1009.5
2016/06/11 10:00	24.0	56.5	1009.0
2016/06/11 10:30	24.4	54.5	1009.0
2016/06/11 11:00	25.0	51.0	1009.5
2016/06/11 11:30	26.1	48.0	1009.0
2016/06/11 12:00	25.6	49.0	1009.0
2016/06/11 12:30	26.2	47.5	1009.0
2016/06/11 13:00	27.0	45.5	1009.0
2016/06/11 13:30	27.7	43.5	1008.5
2016/06/11 14:00	27.7	43.0	1008.0
2016/06/11 14:30	27.0	46.0	1008.0
2016/06/11 15:00	26.4	48.5	1008.0
2016/06/11 15:30	26.1	50.0	1008.0
2016/06/11 16:00	25.8	49.0	1008.0
2016/06/11 16:30	25.6	51.5	1008.0
2016/06/11 17:00	25.7	52.0	1008.0
2016/06/11 17:30	25.3	54.0	1008.0
2016/06/11 18:00	24.9	55.5	1008.0
2016/06/11 18:30	24.6	56.0	1008.0
2016/06/11 19:00	23.9	60.5	1008.0
2016/06/11 19:30	23.5	62.0	1008.0
2016/06/11 20:00	22.9	64.5	1008.0
2016/06/11 20:30	22.5	67.0	1008.0
2016/06/11 21:00	22.3	68.0	1009.0
2016/06/11 21:30	22.3	67.0	1009.0
2016/06/11 22:00	22.1	65.5	1009.0
2016/06/11 22:30	21.7	66.0	1009.0
2016/06/11 23:00	21.2	69.0	1009.0
2016/06/11 23:30	21.1	69.5	1009.0
2016/06/12 00:00	21.0	70.5	1009.0
2016/06/12 00:30	20.2	74.0	1009.0
2016/06/12 01:00	20.1	74.0	1009.0
2016/06/12 01:30	20.1	74.0	1009.0
2016/06/12 02:00	20.1	73.0	1009.0
2016/06/12 02:30	20.1	73.5	1008.5
2016/06/12 03:00	19.9	74.5	1008.0
2016/06/12 03:30	19.9	74.5	1008.0
2016/06/12 04:00	19.7	75.5	1008.0
2016/06/12 04:30	19.1	78.5	1008.0
2016/06/12 05:00	18.9	80.0	1008.0
2016/06/12 05:30	19.1	79.5	1008.0
2016/06/12 06:00	19.5	78.0	1008.0
2016/06/12 06:30	20.1	77.5	1007.5
2016/06/12 07:00	20.6	74.5	1007.0
2016/06/12 07:30	21.5	69.0	1007.0
2016/06/12 08:00	21.5	68.5	1007.0
2016/06/12 08:30	22.0	67.0	1007.5
2016/06/12 09:00	22.8	64.0	1007.0
2016/06/12 09:30	23.4	62.5	1007.0
2016/06/12 10:00	23.5	61.0	1007.0
2016/06/12 10:30	24.3	57.5	1006.0
2016/06/12 11:00	23.3	63.5	1006.0
2016/06/12 11:30	18.2	75.5	1006.0
2016/06/12 12:00	18.8	87.0	1006.5
2016/06/12 12:30	20.4	78.0	1006.0
2016/06/12 13:00	21.2	68.5	1006.0
2016/06/12 13:30	22.4	61.5	1005.0
2016/06/12 14:00	23.2	55.5	1005.0
2016/06/12 14:30	24.3	53.5	1005.0
2016/06/12 15:00	24.6	51.0	1004.0
2016/06/12 15:30	24.1	53.0	1004.0
2016/06/12 16:00	24.4	57.0	1004.0
2016/06/12 16:30	25.0	55.5	1004.0
2016/06/12 17:00	25.2	51.5	1003.0
2016/06/12 17:30	24.7	53.0	1003.0
2016/06/12 18:00	24.4	55.5	1003.0
2016/06/12 18:30	24.0	57.5	1003.0
2016/06/12 19:00	23.1	61.5	1003.0
2016/06/12 19:30	22.3	64.5	1003.0
2016/06/12 20:00	21.1	72.0	1003.5
2016/06/12 20:30	19.4	84.0	1004.0
2016/06/12 21:00	18.0	85.0	1004.0
2016/06/12 21:30	18.2	87.0	1004.0
2016/06/12 22:00	18.4	86.0	1004.0
2016/06/12 22:30	18.4	89.0	1004.0
2016/06/12 23:00	18.5	91.0	1004.0
2016/06/12 23:30	18.5	92.0	1004.0
2016/06/13 00:00	18.6	92.0	1004.0
2016/06/13 00:30	18.6	92.0	1004.0
2016/06/13 01:00	18.7	93.0	1004.0
2016/06/13 01:30	18.2	92.0	1004.0
2016/06/13 02:00	18.2	92.0	1004.0
2016/06/13 02:30	17.9	93.0	1003.0
2016/06/13 03:00	18.1	93.5	1003.0
2016/06/13 03:30	17.8	94.0	1003.0
2016/06/13 04:00	17.6	94.0	1003.0
2016/06/13 04:30	17.2	94.0	1003.0
2016/06/13 05:00	17.2	94.5	1003.0
2016/06/13 05:30	16.9	94.0	1003.0
2016/06/13 06:00	17.7	90.0	1003.0
2016/06/13 06:30	17.5	88.5	1003.0
2016/06/13 07:00	18.2	87.5	1003.0
2016/06/13 07:30	18.6	85.5	1003.0
2016/06/13 08:00	20.2	78.5	1003.0
2016/06/13 08:30	20.4	74.0	1003.0
2016/06/13 09:00	20.7	70.5	1003.0
2016/06/13 09:30	21.9	66.5	1002.0
2016/06/13 10:00	22.6	62.0	1002.0
2016/06/13 10:30	23.9	54.5	1002.0
2016/06/13 11:00	24.1	51.0	1002.0
2016/06/13 11:30	24.6	49.5	1001.0
2016/06/13 12:00	25.4	44.5	1001.0
2016/06/13 12:30	25.9	41.5	1001.0
2016/06/13 13:00	25.9	40.5	1000.0
2016/06/13 13:30	25.5	46.0	1000.0
2016/06/13 14:00	25.1	50.0	1000.0
2016/06/13 14:30	24.4	53.0	1000.0
2016/06/13 15:00	23.9	56.0	1000.0
2016/06/13 15:30	23.1	58.5	1000.0
2016/06/13 16:00	23.0	60.0	1000.0
2016/06/13 16:30	23.2	59.0	1000.0
2016/06/13 17:00	23.7	57.0	1000.0
2016/06/13 17:30	23.6	57.0	999.0
2016/06/13 18:00	23.6	56.0	999.5
2016/06/13 18:30	23.1	56.5	1000.0
2016/06/13 19:00	22.6	58.5	1000.0
2016/06/13 19:30	22.1	61.5	1000.0
2016/06/13 20:00	21.5	61.5	1000.0
2016/06/13 20:30	20.8	63.5	1000.0
2016/06/13 21:00	20.1	68.0	1000.0
2016/06/13 21:30	19.8	72.0	1000.0
2016/06/13 22:00	19.8	72.0	1000.0
2016/06/13 22:30	19.2	74.0	1000.0
2016/06/13 23:00	18.6	77.0	1000.0
2016/06/13 23:30	18.4	78.0	1000.0
2016/06/14 00:00	18.3	78.5	1000.0
2016/06/14 00:30	18.2	79.0	1000.0
2016/06/14 01:00	18.3	79.0	1000.0
2016/06/14 01:30	17.9	81.5	1000.0
2016/06/14 02:00	17.9	82.5	999.0
2016/06/14 02:30	17.9	82.5	999.0
2016/06/14 03:00	17.9	82.5	999.0
2016/06/14 03:30	18.2	81.5	999.0
2016/06/14 04:00	18.2	82.5	999.0
2016/06/14 04:30	18.1	84.0	999.0
2016/06/14 05:00	17.9	83.0	999.0
2016/06/14 05:30	17.9	83.0	999.0
2016/06/14 06:00	18.1	83.0	999.0
2016/06/14 06:30	18.7	80.5	999.0
2016/06/14 07:00	19.2	78.5	999.0
2016/06/14 07:30	20.1	73.5	999.0
2016/06/14 08:00	20.6	70.0	999.0
2016/06/14 08:30	21.3	66.5	999.5
2016/06/14 09:00	21.9	62.0	999.0
2016/06/14 09:30	22.2	63.5	999.0
2016/06/14 10:00	23.6	57.0	999.0
2016/06/14 10:30	24.1	53.5	999.0
2016/06/14 11:00	24.2	53.5	999.0
2016/06/14 11:30	22.8	63.0	999.0
2016/06/14 12:00	19.6	86.5	999.5
2016/06/14 12:30	20.1	82.5	1000.0
2016/06/14 13:00	21.5	71.5	999.0
2016/06/14 13:30	22.4	63.0	999.0
2016/06/14 14:00	22.7	61.5	999.0
2016/06/14 14:30	23.9	58.5	999.0
2016/06/14 15:00	23.8	58.5	999.0
2016/06/14 15:30	24.0	59.0	998.5
2016/06/14 16:00	24.5	56.0	998.0
2016/06/14 16:30	23.7	60.0	998.0
2016/06/14 17:00	23.2	61.0	998.0
2016/06/14 17:30	22.5	62.5	998.0
2016/06/14 18:00	22.4	60.0	998.0
2016/06/14 18:30	21.9	58.0	999.0
2016/06/14 19:00	21.6	58.5	999.0
2016/06/14 19:30	21.2	59.0	999.0
2016/06/14 20:00	21.0	58.0	999.0
2016/06/14 20:30	20.6	58.5	999.5
2016/06/14 21:00	20.1	63.0	1000.0
2016/06/14 21:30	19.2	69.5	1000.0
2016/06/14 22:00	18.9	69.0	1000.0
2016/06/14 22:30	18.6	71.0	1000.0
2016/06/14 23:00	18.1	72.5	1000.0
2016/06/14 23:30	17.3	76.0	1000.0
2016/06/15 00:00	16.9	76.5	1000.0
2016/06/15 00:30	16.9	76.5	1000.0
2016/06/15 01:00	17.0	76.0	1000.0
2016/06/15 01:30	16.3	77.5	1000.0
2016/06/15 02:00	16.1	74.5	1000.0
2016/06/15 02:30	16.4	72.5	1000.0
2016/06/15 03:00	16.4	74.0	1000.0
2016/06/15 03:30	16.4	75.5	1000.0
2016/06/15 04:00	16.6	76.0	1000.0
2016/06/15 04:30	16.8	71.5	1000.0
2016/06/15 05:00	17.4	68.5	1000.0
2016/06/15 05:30	17.7	66.5	1001.0
2016/06/15 06:00	18.0	66.5	1001.0
2016/06/15 06:30	18.6	65.5	1001.0
2016/06/15 07:00	19.6	61.0	1001.5
2016/06/15 07:30	20.4	59.0	1002.0
2016/06/15 08:00	22.3	53.5	1002.0
2016/06/15 08:30	22.3	53.5	1002.0
2016/06/15 09:00	21.8	53.5	1002.0
2016/06/15 09:30	22.2	52.5	1002.5
2016/06/15 10:00	22.5	50.5	1003.0
2016/06/15 10:30	22.8	49.5	1003.0
2016/06/15 11:00	24.6	44.5	1003.0
2016/06/15 11:30	24.4	44.0	1003.0
2016/06/15 12:00	25.4	38.0	1003.0
2016/06/15 12:30	25.9	38.0	1003.0
2016/06/15 13:00	25.8	38.0	1003.0
2016/06/15 13:30	24.5	40.5	1004.0
2016/06/15 14:00	24.2	41.0	1004.0
2016/06/15 14:30	23.1	44.0	1004.0
2016/06/15 15:00	23.1	44.5	1004.0
2016/06/15 15:30	23.0	46.5	1003.5
2016/06/15 16:00	23.4	46.0	1003.0
2016/06/15 16:30	23.3	45.0	1003.0
2016/06/15 17:00	23.2	44.5	1003.0
2016/06/15 17:30	23.9	44.5	1003.0
2016/06/15 18:00	23.5	46.5	1002.0
2016/06/15 18:30	23.2	48.5	1003.0
2016/06/15 19:00	23.1	51.5	1003.0
2016/06/15 19:30	22.1	54.5	1003.0
2016/06/15 20:00	21.6	57.0	1003.0
2016/06/15 20:30	21.2	60.0	1003.0
2016/06/15 21:00	20.6	62.0	1003.0
2016/06/15 21:30	19.8	66.0	1004.0
2016/06/15 22:00	20.1	64.0	1004.0
2016/06/15 22:30	19.5	68.0	1004.0
2016/06/15 23:00	18.9	72.0	1004.0
2016/06/15 23:30	18.5	73.0	1004.0
2016/06/16 00:00	18.5	73.0	1004.0
2016/06/16 00:30	18.4	72.5	1004.0
2016/06/16 01:00	18.0	74.0	1004.0
2016/06/16 01:30	17.6	75.5	1003.5
2016/06/16 02:00	17.5	73.5	1003.0
2016/06/16 02:30	17.3	74.5	1003.0
2016/06/16 03:00	16.6	77.5	1003.0
2016/06/16 03:30	16.4	80.0	1003.0
2016/06/16 04:00	16.0	82.5	1003.0
2016/06/16 04:30	15.7	82.5	1003.0
2016/06/16 05:00	15.7	83.5	1003.0
2016/06/16 05:30	15.8	82.5	1003.0
2016/06/16 06:00	17.1	80.5	1003.0
2016/06/16 06:30	18.7	73.0	1002.5
2016/06/16 07:00	19.4	69.5	1002.0
2016/06/16 07:30	20.4	66.0	1002.0
2016/06/16 08:00	21.0	64.0	1002.0
2016/06/16 08:30	21.9	61.0	1002.0
2016/06/16 09:00	22.9	56.0	1002.0
2016/06/16 09:30	24.5	49.5	1002.0
2016/06/16 10:00	24.8	48.5	1002.0
2016/06/16 10:30	24.2	51.5	1001.0
2016/06/16 11:00	24.0	54.5	1001.0
2016/06/16 11:30	24.7	52.0	1001.0
2016/06/16 12:00	26.1	45.5	1000.5
2016/06/16 12:30	27.2	38.0	1000.0
2016/06/16 13:00	28.8	35.5	1000.0
2016/06/16 13:30	28.9	35.5	999.5
2016/06/16 14:00	30.1	33.5	999.0
2016/06/16 14:30	29.9	33.5	998.0
2016/06/16 15:00	29.9	34.5	998.0
2016/06/16 15:30	30.6	33.5	998.0
2016/06/16 16:00	30.5	33.5	998.0
2016/06/16 16:30	30.1	35.5	998.0
2016/06/16 17:00	30.3	37.0	998.0
2016/06/16 17:30	29.0	45.5	998.0
2016/06/16 18:00	26.9	53.5	998.0
2016/06/16 18:30	26.4	52.0	998.5
2016/06/16 19:00	26.1	53.0	999.0
2016/06/16 19:30	25.4	54.0	999.5
2016/06/16 20:00	24.5	55.0	1000.0
2016/06/16 20:30	24.1	55.0	1001.0
2016/06/16 21:00	23.5	55.5	1001.0
2016/06/16 21:30	23.0	59.0	1002.0
2016/06/16 22:00	22.6	64.5	1003.0
2016/06/16 22:30	22.3	66.5	1003.0
2016/06/16 23:00	22.1	69.5	1003.0
2016/06/16 23:30	21.9	70.5	1004.0
2016/06/17 00:00	21.4	75.0	1004.5
2016/06/17 00:30	19.1	76.0	1005.0
2016/06/17 01:00	18.2	76.5	1005.0
2016/06/17 01:30	17.9	77.5	1005.5
2016/06/17 02:00	17.1	81.5	1006.0
2016/06/17 02:30	16.2	85.0	1006.0
2016/06/17 03:00	15.9	90.5	1006.5
2016/06/17 03:30	15.8	90.5	1006.0
2016/06/17 04:00	15.9	90.0	1007.0
2016/06/17 04:30	15.6	90.5	1007.0
2016/06/17 05:00	15.6	91.0	1007.0
2016/06/17 05:30	15.9	91.5	1007.5
2016/06/17 06:00	15.9	92.0	1008.0
2016/06/17 06:30	16.9	89.5	1008.0
2016/06/17 07:00	17.5	85.5	1008.5
2016/06/17 07:30	18.3	78.0	1009.0
2016/06/17 08:00	19.7	70.0	1009.0
2016/06/17 08:30	21.0	61.5	1010.0
2016/06/17 09:00	22.6	55.0	1010.0
2016/06/17 09:30	23.4	51.0	1010.0
2016/06/17 10:00	23.2	49.5	1010.0
